Time,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,Roll,Pitch,Yaw
0,0.130396,0.222510,10.014135,-0.067099,0.005325,0.021301,1.061163,-0.621778,0.000000
10,0.130396,0.226099,9.971069,-0.063904,0.004260,0.020236,1.150101,-0.678831,0.011639
20,0.133984,0.230884,9.911255,-0.066034,0.000000,0.014911,1.183023,-0.709380,0.020182
30,0.129199,0.234473,9.898096,-0.069229,-0.003195,0.013846,1.196149,-0.720354,0.028077
40,0.126807,0.241650,9.913648,-0.075620,-0.005325,0.011716,1.202614,-0.725413,0.034725
50,0.116040,0.228491,10.033277,-0.084140,-0.005325,0.011716,1.180892,-0.716923,0.041373
60,0.112451,0.230884,10.097876,-0.083075,-0.003195,0.012781,1.161004,-0.706160,0.048658
70,0.116040,0.229687,10.133764,-0.076685,0.000000,0.013846,1.142992,-0.699097,0.056591
80,0.110059,0.226099,10.137354,-0.066034,0.003195,0.014911,1.128017,-0.687395,0.065170
90,0.098096,0.229687,10.053614,-0.046863,0.006390,0.017041,1.127041,-0.668291,0.075006
100,0.100488,0.230884,9.985425,-0.040472,0.006390,0.018106,1.130021,-0.654317,0.085451
110,0.102881,0.235669,9.924414,-0.038342,0.004260,0.018106,1.136782,-0.645423,0.095873
120,0.106470,0.235669,9.853833,-0.045798,-0.004260,0.018106,1.139132,-0.644847,0.106198
130,0.107666,0.239258,9.863403,-0.053253,-0.008521,0.017041,1.138751,-0.647270,0.115864
140,0.113647,0.233276,9.889722,-0.060709,-0.011716,0.017041,1.129890,-0.654604,0.125493
150,0.110059,0.227295,9.937573,-0.064969,-0.012781,0.018106,1.115045,-0.659267,0.135723
160,0.110059,0.220117,10.017725,-0.066034,-0.008521,0.021301,1.095567,-0.660819,0.147832
170,0.093311,0.230884,10.046435,-0.062839,-0.005325,0.023431,1.085264,-0.650848,0.161198
180,0.084937,0.227295,10.023706,-0.057513,-0.004260,0.025562,1.076722,-0.636829,0.175797
190,0.106470,0.247632,9.944751,-0.045798,-0.008521,0.034082,1.087407,-0.639231,0.195232
200,0.131592,0.264380,9.902881,-0.045798,-0.010651,0.036212,1.106871,-0.657040,0.215863
210,0.137573,0.271558,9.864599,-0.048993,-0.010651,0.035147,1.127174,-0.676718,0.235882
220,0.143555,0.272754,9.852636,-0.061774,-0.010651,0.030887,1.139555,-0.697859,0.253458
230,0.151929,0.266772,9.880152,-0.069229,-0.011716,0.029822,1.142925,-0.721915,0.270410
240,0.150732,0.257202,9.907666,-0.074554,-0.011716,0.027692,1.137342,-0.742680,0.286142
250,0.145947,0.257202,9.925611,-0.078815,-0.012781,0.026627,1.129741,-0.759144,0.301252
260,0.151929,0.247632,9.920825,-0.083075,-0.013846,0.025562,1.115356,-0.777905,0.315740
270,0.151929,0.248828,9.924414,-0.086270,-0.015976,0.024496,1.101255,-0.795909,0.329597
280,0.156714,0.250024,9.928003,-0.089465,-0.017041,0.025562,1.087398,-0.815349,0.344055
篜傀',0.161499,0.236865,9.957911,-0.093726,-0.018106,0.025562,1.064963,-0.835843,0.358504
300,0.161499,0.228491,9.972265,-0.093726,-0.017041,0.024496,1.039865,-0.853677,0.372358
310,0.167480,0.218921,9.979444,-0.092661,-0.015976,0.025562,1.012349,-0.872471,0.386838
320,0.171069,0.208154,9.978247,-0.090530,-0.009586,0.027692,0.982643,-0.888145,0.402607
330,0.172266,0.206958,9.978247,-0.089465,-0.006390,0.027692,0.955651,-0.901312,0.418411
340,0.171069,0.198584,9.972265,-0.089465,-0.004260,0.025562,0.926719,-0.911494,0.433017
350,0.178247,0.198584,9.979444,-0.091595,-0.002130,0.023431,0.899369,-0.923431,0.446424
360,0.187817,0.204565,10.035669,-0.095856,-0.003195,0.014911,0.875120,-0.939361,0.454939
370,0.197388,0.206958,10.059595,-0.095856,-0.004260,0.011716,0.854231,-0.959239,0.461615
380,0.202173,0.209351,10.071558,-0.093726,-0.007455,0.007455,0.837626,-0.981305,0.465823
390,0.193799,0.194995,10.072754,-0.088400,-0.012781,0.000000,0.817639,-0.999430,0.465716
400,0.191406,0.190210,10.057202,-0.087335,-0.014911,-0.003195,0.797701,-1.015775,0.463763
410,0.199780,0.190210,10.048828,-0.088400,-0.017041,-0.006390,0.779221,-1.036273,0.459965
420,0.240454,0.199780,10.028491,-0.089465,-0.018106,-0.010651,0.767397,-1.077661,0.453721
430,0.291895,0.218921,9.980639,-0.096921,-0.029822,-0.026627,0.763964,-1.149769,0.438234
440,0.306250,0.212939,9.990210,-0.102246,-0.038342,-0.039407,0.754868,-1.227017,0.415358
450,0.309839,0.218921,10.012939,-0.106506,-0.045798,-0.052188,0.747588,-1.302264,0.385104
460,0.287109,0.196191,10.036865,-0.111832,-0.059644,-0.076685,0.725941,-1.364641,0.340710
470,0.281128,0.185425,10.067968,-0.112897,-0.063904,-0.085205,0.699792,-1.419537,0.291414
480,0.272754,0.186621,10.089502,-0.110767,-0.064969,-0.091595,0.677791,-1.464897,0.238463
490,0.261987,0.193799,10.078735,-0.102246,-0.057513,-0.101181,0.666452,-1.496373,0.180081
500,0.263184,0.212939,10.072754,-0.097986,-0.051123,-0.107571,0.668930,-1.522239,0.118085
510,0.263184,0.233276,10.053614,-0.094791,-0.043668,-0.112897,0.684167,-1.542009,0.053084
520,0.270361,0.270361,10.017725,-0.091595,-0.037277,-0.120352,0.720352,-1.560922,-0.016153
530,0.230884,0.295483,9.979444,-0.096921,-0.023431,-0.137393,0.764868,-1.549719,-0.095071
540,0.215332,0.326587,9.960302,-0.103311,-0.018106,-0.143784,0.819224,-1.528449,-0.177620
550,0.205762,0.345728,9.994995,-0.109702,-0.014911,-0.149109,0.874948,-1.501807,-0.263203
560,0.223706,0.339746,10.041651,-0.118222,-0.013846,-0.155499,0.916886,-1.486234,-0.352446
570,0.245239,0.339746,10.053614,-0.118222,-0.017041,-0.161890,0.954679,-1.485204,-0.445384
580,0.272754,0.337354,10.058398,-0.118222,-0.020236,-0.172540,0.987637,-1.500611,-0.544462
590,0.287109,0.318213,10.036865,-0.121417,-0.026627,-0.205557,1.006285,-1.525630,-0.662533
600,0.246436,0.297876,10.029688,-0.125677,-0.029822,-0.225793,1.010358,-1.527749,-0.792239
610,0.193799,0.258398,10.040454,-0.131003,-0.033017,-0.242834,0.989935,-1.502477,-0.931744
620,0.132788,0.209351,10.114624,-0.142719,-0.039407,-0.265201,0.938185,-1.449146,-1.084124
630,0.149536,0.198584,10.157690,-0.143784,-0.042603,-0.271591,0.884508,-1.411297,-1.240175
640,0.196191,0.186621,10.168457,-0.142719,-0.045798,-0.276917,0.829941,-1.403709,-1.399282
650,0.242847,0.163892,10.161280,-0.139523,-0.052188,-0.297153,0.770341,-1.425231,-1.570017
660,0.350513,0.106470,10.119410,-0.139523,-0.053253,-0.313129,0.686115,-1.503795,-1.749889
670,0.407935,0.092114,10.091894,-0.140588,-0.052188,-0.332300,0.602235,-1.605938,-1.940707
680,0.443823,0.075366,10.047632,-0.142719,-0.050058,-0.353601,0.516980,-1.717803,-2.143691
690,0.483301,0.072974,9.941162,-0.148044,-0.043668,-0.400464,0.437285,-1.839939,-2.373476
700,0.494067,0.064600,9.884936,-0.156564,-0.040472,-0.424960,0.357214,-1.956419,-2.617274
710,0.504834,0.053833,9.862207,-0.168280,-0.036212,-0.446262,0.273641,-2.066412,-2.873255
720,0.649585,0.068188,9.881348,-0.199167,-0.027692,-0.481409,0.190965,-2.240806,-3.149355
730,0.757251,0.057422,9.898096,-0.210883,-0.024496,-0.500580,0.105236,-2.455669,-3.436452
740,0.882861,0.035889,9.911255,-0.220468,-0.023431,-0.527206,0.012374,-2.717966,-3.738843
750,1.138867,-0.021533,9.890918,-0.230054,-0.022366,-0.607086,-0.105009,-3.095799,-4.087097
760,1.222607,-0.050244,9.837085,-0.233249,-0.023431,-0.662470,-0.225223,-3.488063,-4.467222
770,1.217822,-0.090918,9.740186,-0.236444,-0.026627,-0.724243,-0.354386,-3.849496,-4.882920
780,1.168774,-0.148340,9.667212,-0.255615,-0.042603,-0.848856,-0.507239,-4.163853,-5.370253
790,0.949854,-0.215332,9.613379,-0.269461,-0.053253,-0.901044,-0.686782,-4.336191,-5.887626
800,0.800317,-0.234473,9.643286,-0.287567,-0.067099,-0.941516,-0.866079,-4.415545,-6.428163
810,0.645996,-0.270361,9.727026,-0.306738,-0.080945,-0.967078,-1.055533,-4.406382,-6.983181
820,0.456982,-0.330176,10.032080,-0.329105,-0.110767,-0.977728,-1.266119,-4.301969,-7.543811
830,0.398364,-0.370850,10.155298,-0.324844,-0.118222,-0.967078,-1.475461,-4.178668,-8.097875
840,0.434253,-0.364868,10.276123,-0.310999,-0.119287,-0.953232,-1.653832,-4.085781,-8.643587
850,0.600537,-0.346924,10.313208,-0.267331,-0.102246,-0.936191,-1.783857,-4.080976,-9.179472
860,0.701025,-0.321802,10.235449,-0.242834,-0.086270,-0.941516,-1.876677,-4.125227,-9.718527
870,0.772803,-0.288306,10.095484,-0.222598,-0.072424,-0.956427,-1.933536,-4.202849,-10.266326
880,0.795532,-0.266772,9.845459,-0.206622,-0.058578,-1.012875,-1.965903,-4.290435,-10.846801
890,0.734522,-0.254810,9.762915,-0.209817,-0.058578,-1.044827,-1.989377,-4.340420,-11.445662
900,0.668726,-0.202173,9.712671,-0.218338,-0.062839,-1.074649,-1.984609,-4.354051,-12.061581
910,0.479712,-0.236865,9.744970,-0.241769,-0.087335,-1.117252,-2.009681,-4.273210,-12.701496
920,0.431860,-0.291895,9.811963,-0.252420,-0.099051,-1.123642,-2.068124,-4.178119,-13.344744
930,0.434253,-0.328979,9.889722,-0.258810,-0.109702,-1.119382,-2.144616,-4.097512,-13.985166
940,0.575415,-0.360083,10.034472,-0.252420,-0.121417,-1.103406,-2.226214,-4.104074,-14.615984
950,0.673511,-0.364868,10.071558,-0.242834,-0.117157,-1.100211,-2.297004,-4.160251,-15.244934
960,0.770410,-0.379224,10.066772,-0.228989,-0.106506,-1.104471,-2.361008,-4.258669,-15.876505
970,0.933105,-0.425879,10.004565,-0.203427,-0.071359,-1.136423,-2.430056,-4.421253,-16.527234
980,0.980957,-0.460571,9.960302,-0.192776,-0.047928,-1.161984,-2.504257,-4.585577,-17.193269
990,0.974976,-0.503638,9.904078,-0.183191,-0.025562,-1.190741,-2.588538,-4.723753,-17.876458
1000,0.939087,-0.602930,9.816748,-0.171475,0.014911,-1.246124,-2.712204,-4.814727,-18.592576
1010,0.894824,-0.656763,9.783252,-0.171475,0.027692,-1.266361,-2.853179,-4.869502,-19.320707
1020,0.862524,-0.710596,9.811963,-0.173605,0.034082,-1.280206,-3.009289,-4.898352,-20.056986
1030,0.817065,-0.799121,9.839478,-0.185321,0.038342,-1.289792,-3.203510,-4.897758,-20.798879
1040,0.813477,-0.844580,9.833496,-0.199167,0.041537,-1.283401,-3.412012,-4.895778,-21.537144
1050,0.820654,-0.891235,9.884936,-0.217273,0.046863,-1.271686,-3.633713,-4.894718,-22.268795
1060,0.858936,-0.924731,9.992602,-0.247095,0.070294,-1.249319,-3.863599,-4.899181,-22.988393
1070,0.973779,-0.958228,10.211523,-0.251355,0.090530,-1.246124,-4.080862,-4.945805,-23.706918
1080,1.021631,-0.966602,10.279712,-0.243900,0.111832,-1.253580,-4.273698,-5.001326,-24.430652
1090,1.073071,-0.971387,10.316797,-0.209817,0.145914,-1.299377,-4.428371,-5.062766,-25.182216
1100,1.138867,-0.936694,10.221094,-0.189581,0.152304,-1.335590,-4.541841,-5.158234,-25.954978
1110,1.128101,-0.905591,10.083521,-0.171475,0.148044,-1.380322,-4.621968,-5.252565,-26.753369
1120,1.089819,-0.864917,9.928003,-0.161890,0.103311,-1.477243,-4.669325,-5.354952,-27.605425
1130,0.917554,-0.796728,9.630127,-0.174670,0.060709,-1.525171,-4.691532,-5.394580,-28.483109
1140,0.832617,-0.765625,9.555957,-0.197037,0.006390,-1.567773,-4.706664,-5.416818,-29.382718
1150,0.747681,-0.750073,9.565527,-0.224728,-0.055383,-1.603986,-4.723634,-5.422284,-30.300196
1160,0.610107,-0.736914,9.843066,-0.275851,-0.175735,-1.652979,-4.744278,-5.404351,-31.240048
1170,0.540723,-0.772803,10.036865,-0.288632,-0.223663,-1.664694,-4.781025,-5.369716,-32.184248
1180,0.456982,-0.813477,10.182813,-0.288632,-0.262006,-1.664694,-4.830622,-5.309907,-33.126422
1190,0.338550,-0.830225,10.429248,-0.256680,-0.303543,-1.631677,-4.860072,-5.209184,-34.047360
1200,0.272754,-0.830225,10.497437,-0.230054,-0.306738,-1.599725,-4.873113,-5.083550,-34.949544
1210,0.211743,-0.823047,10.550074,-0.198102,-0.301413,-1.557123,-4.866262,-4.933323,-35.827333
1220,0.092114,-0.781177,10.493848,-0.119287,-0.269461,-1.446356,-4.806747,-4.714575,-36.643034
1230,0.038281,-0.753662,10.413696,-0.077750,-0.247095,-1.381387,-4.725636,-4.473766,-37.422559
1240,-0.013159,-0.747681,10.339526,-0.042603,-0.220468,-1.312158,-4.639358,-4.211249,-38.163720
1250,-0.087329,-0.724951,10.205542,0.000000,-0.151239,-1.147073,-4.541398,-3.890392,-38.813585
1260,-0.100488,-0.684277,10.170850,0.010651,-0.111832,-1.053348,-4.433325,-3.567632,-39.411564
1270,-0.107666,-0.645996,10.164868,0.017041,-0.069229,-0.955362,-4.318088,-3.244721,-39.955335
1280,-0.077759,-0.590967,10.194776,0.029822,0.014911,-0.753000,-4.185374,-2.916249,-40.386916
1290,-0.041870,-0.564648,10.211523,0.042603,0.053253,-0.656079,-4.048856,-2.613814,-40.764561
1300,0.009570,-0.543115,10.234253,0.057513,0.091595,-0.566614,-3.909344,-2.343633,-41.092468
1310,0.141162,-0.573022,10.290479,0.099051,0.166150,-0.408984,-3.780418,-2.123855,-41.332963
1320,0.199780,-0.577808,10.270142,0.126743,0.206622,-0.342950,-3.654586,-1.932496,-41.536992
1330,0.264380,-0.570630,10.217505,0.154434,0.244965,-0.289697,-3.525634,-1.772273,-41.711698
1340,0.320605,-0.538330,9.984228,0.202362,0.307803,-0.210883,-3.375259,-1.625830,-41.843212
1350,0.349316,-0.504834,9.831103,0.217273,0.323779,-0.183191,-3.218211,-1.502515,-41.958969
1360,0.373242,-0.453394,9.682764,0.220468,0.325909,-0.160825,-3.050375,-1.405327,-42.061494
1370,0.412720,-0.337354,9.399243,0.195972,0.287567,-0.132068,-2.852275,-1.365429,-42.145856
1380,0.419897,-0.283521,9.304736,0.168280,0.254550,-0.124612,-2.658039,-1.352631,-42.224450
1390,0.405542,-0.244043,9.247314,0.129938,0.216208,-0.118222,-2.480066,-1.353626,-42.297884
1400,0.344531,-0.196191,9.378906,0.039407,0.148044,-0.101181,-2.336403,-1.350539,-42.359493
1410,0.314624,-0.183032,9.496142,0.001065,0.121417,-0.086270,-2.217532,-1.341481,-42.411734
1420,0.284717,-0.181836,9.627734,-0.025562,0.099051,-0.069229,-2.121889,-1.325057,-42.453579
1430,0.260791,-0.178247,9.829907,-0.046863,0.074554,-0.028757,-2.042791,-1.305484,-42.471633
1440,0.254810,-0.189014,9.849048,-0.045798,0.068164,-0.006390,-1.976704,-1.287057,-42.476684
1450,0.250024,-0.200977,9.826319,-0.042603,0.064969,0.013846,-1.922360,-1.269342,-42.470038
1460,0.247632,-0.202173,9.772486,-0.042603,0.063904,0.050058,-1.874882,-1.252669,-42.442592
1470,0.230884,-0.193799,9.698316,-0.051123,0.067099,0.064969,-1.832657,-1.227347,-42.406635
1480,0.221313,-0.191406,9.704297,-0.062839,0.072424,0.079880,-1.799262,-1.195999,-42.362205
1490,0.200977,-0.180640,9.725830,-0.075620,0.078815,0.093726,-1.769527,-1.152457,-42.309933
1500,0.150732,-0.144751,9.807178,-0.095856,0.086270,0.126743,-1.732640,-1.079850,-42.238856
1510,0.137573,-0.132788,9.853833,-0.103311,0.089465,0.146979,-1.696245,-1.004547,-42.156212
1520,0.137573,-0.101685,9.863403,-0.107571,0.091595,0.171475,-1.648389,-0.934903,-42.059537
1530,0.011963,-0.154321,9.977051,-0.121417,0.095856,0.227924,-1.640746,-0.799426,-41.930553
1540,-0.035889,-0.196191,10.114624,-0.125677,0.103311,0.268396,-1.657465,-0.646516,-41.778505
1550,-0.051440,-0.222510,10.309619,-0.121417,0.115027,0.318454,-1.682217,-0.493435,-41.598001
1560,-0.021533,-0.233276,10.560840,-0.068164,0.152304,0.429221,-1.679814,-0.349919,-41.354715
1570,0.003589,-0.245239,10.529737,-0.027692,0.175735,0.481409,-1.662811,-0.220095,-41.081932
1580,0.050244,-0.254810,10.447192,0.013846,0.200232,0.529337,-1.631416,-0.113626,-40.782078
1590,0.106470,-0.272754,10.021314,0.073489,0.239639,0.598566,-1.587048,-0.027667,-40.443146
1600,0.131592,-0.275146,9.814356,0.080945,0.248160,0.620932,-1.547034,0.039451,-40.091427
1610,0.135181,-0.258398,9.660034,0.072424,0.249225,0.635843,-1.507863,0.097529,-39.731077
1620,-0.005981,-0.253613,9.532031,0.021301,0.239639,0.650754,-1.497803,0.224757,-39.361936
1630,-0.108862,-0.278735,9.618164,-0.013846,0.234314,0.665665,-1.519079,0.395511,-38.984148
1640,-0.226099,-0.295483,9.797607,-0.044733,0.235379,0.695486,-1.559639,0.615151,-38.589340
1650,-0.328979,-0.295483,10.038061,-0.067099,0.258810,0.796667,-1.602076,0.880513,-38.137029
1660,-0.405542,-0.306250,10.443604,-0.050058,0.272656,0.860571,-1.628630,1.162004,-37.648423
1670,-0.393579,-0.320605,10.478296,-0.018106,0.282242,0.927670,-1.640150,1.415962,-37.121571
1680,-0.352905,-0.337354,10.400537,0.052188,0.289697,1.044827,-1.620530,1.631698,-36.527701
1690,-0.283521,-0.374438,10.028491,0.071359,0.285437,1.087430,-1.616863,1.794315,-35.909226
1700,-0.258398,-0.400757,9.822729,0.075620,0.271591,1.117252,-1.628094,1.923971,-35.273374
1710,-0.265576,-0.428271,9.737793,0.066034,0.252420,1.138553,-1.658855,2.037024,-34.624991
1720,-0.333765,-0.527563,9.826319,0.030887,0.239639,1.172635,-1.755914,2.169853,-33.956905
1730,-0.342139,-0.550293,9.998584,0.017041,0.264136,1.198196,-1.856366,2.305529,-33.274809
1740,-0.332568,-0.540723,10.180420,0.010651,0.307803,1.232278,-1.937991,2.444167,-32.574229
1750,-0.328979,-0.405542,10.291675,0.035147,0.399399,1.310028,-1.921412,2.615641,-31.831074
1760,-0.321802,-0.319409,10.136157,0.050058,0.422830,1.347305,-1.852830,2.782263,-31.066829
1770,-0.360083,-0.254810,9.863403,0.055383,0.418570,1.381387,-1.754198,2.956501,-30.282535
1780,-0.421094,-0.181836,9.435132,0.012781,0.329105,1.438901,-1.647496,3.111718,-29.463112
1790,-0.434253,-0.197388,9.327466,-0.033017,0.254550,1.461267,-1.582264,3.222949,-28.629115
1800,-0.447412,-0.229687,9.377710,-0.086270,0.172540,1.478308,-1.566955,3.286733,-27.783761
1810,-0.468945,-0.389990,9.959106,-0.162955,0.044733,1.502805,-1.671033,3.274843,-26.922260
1820,-0.470142,-0.507227,10.312012,-0.165085,0.030887,1.513455,-1.820711,3.250246,-26.054518
1830,-0.395972,-0.550293,10.669703,-0.139523,0.061774,1.528366,-1.955810,3.200178,-25.178922
1840,-0.216528,-0.515601,10.824023,-0.013846,0.201297,1.552863,-1.991599,3.136448,-24.292204
1850,-0.218921,-0.454590,10.564428,0.058578,0.268396,1.554993,-1.962289,3.118019,-23.405748
1860,-0.241650,-0.338550,10.193579,0.107571,0.320584,1.548602,-1.857413,3.144152,-22.523904
1870,-0.314624,-0.070581,9.477002,0.101181,0.345081,1.523041,-1.625825,3.230370,-21.656763
1880,-0.375635,-0.035889,9.279614,0.053253,0.314194,1.509195,-1.420754,3.328641,-20.796082
1890,-0.430664,-0.084937,9.232959,-0.010651,0.260941,1.500674,-1.296225,3.420596,-19.938721
1900,-0.449805,-0.108862,9.350195,-0.137393,0.137393,1.499609,-1.261254,3.446011,-19.079915
1910,-0.354102,-0.141162,9.920825,-0.181061,0.094791,1.497479,-1.266033,3.378882,-18.221712
1920,-0.306250,-0.156714,10.280909,-0.200232,0.072424,1.491089,-1.286918,3.274387,-17.366958
1930,-0.276343,-0.155518,10.542895,-0.151239,0.072424,1.466592,-1.279871,3.160351,-16.526373
1940,-0.330176,-0.100488,10.508204,-0.108636,0.076685,1.452747,-1.225045,3.087496,-15.693872
1950,-0.387598,-0.069385,10.235449,-0.076685,0.069229,1.445291,-1.144855,3.052008,-14.865555
1960,-0.459375,-0.026318,9.954321,-0.064969,0.043668,1.445291,-1.044128,3.050654,-14.036893
1970,-0.581396,-0.053833,9.615771,-0.112897,-0.042603,1.468723,-0.993259,3.081407,-13.193816
1980,-0.584985,-0.130396,9.686353,-0.156564,-0.089465,1.491089,-1.011671,3.084061,-12.337424
1990,-0.496460,-0.171069,9.956714,-0.186386,-0.128873,1.521976,-1.063145,3.009327,-11.462897
2000,-0.278735,-0.336157,10.466333,-0.161890,-0.143784,1.582684,-1.177753,2.808803,-10.553392
2010,-0.130396,-0.404346,10.626636,-0.112897,-0.111832,1.611441,-1.290515,2.567647,-9.627803
2020,0.013159,-0.421094,10.667310,-0.051123,-0.057513,1.634872,-1.371285,2.305958,-8.689575
2030,0.082544,-0.412720,10.304834,0.080945,0.069229,1.654044,-1.382573,2.099386,-7.742262
2040,0.047852,-0.368457,10.012939,0.125677,0.117157,1.652979,-1.355024,1.955056,-6.796366
2050,0.023926,-0.284717,9.710279,0.148044,0.149109,1.648718,-1.280034,1.853161,-5.853385
2060,-0.098096,-0.297876,9.282007,0.116092,0.166150,1.638068,-1.245530,1.839550,-4.916644
2070,-0.139966,-0.350513,9.301147,0.071359,0.159760,1.641263,-1.268095,1.847832,-3.977928
2080,-0.119629,-0.352905,9.500928,0.023431,0.150174,1.654044,-1.310083,1.837460,-3.031805
2090,0.003589,-0.326587,10.103857,-0.020236,0.134198,1.689191,-1.344037,1.750322,-2.065413
2100,0.112451,-0.306250,10.317993,-0.005325,0.127808,1.707297,-1.353687,1.611459,-1.088663
2110,0.226099,-0.253613,10.341919,0.027692,0.119287,1.720078,-1.319158,1.421959,-0.104559
2120,0.282324,-0.203369,10.163671,0.093726,0.074554,1.707297,-1.232183,1.194381,0.872780
2130,0.287109,-0.081348,9.514087,0.097986,0.030887,1.682800,-1.092592,0.951107,1.836631
2140,0.211743,-0.033496,9.195874,0.076685,-0.026627,1.649783,-0.954551,0.737657,2.782206
2150,0.068188,-0.061011,8.992505,0.030887,-0.091595,1.616766,-0.873914,0.592637,3.709436
2160,-0.246436,-0.218921,9.262866,-0.093726,-0.206622,1.590140,-0.959634,0.586655,4.622334
2170,-0.322998,-0.258398,9.718653,-0.143784,-0.232184,1.608246,-1.079230,0.605466,5.546006
2180,-0.362476,-0.301465,10.189990,-0.164020,-0.228989,1.643393,-1.213793,0.638934,6.490027
2190,-0.241650,-0.320605,10.910156,-0.092661,-0.159760,1.744574,-1.296397,0.635155,7.491445
2200,-0.122021,-0.290698,10.969971,-0.009586,-0.110767,1.792502,-1.312139,0.598950,8.519784
2210,-0.003589,-0.250024,10.765406,0.083075,-0.061774,1.826584,-1.260911,0.533456,9.567010
2220,0.260791,-0.023926,10.050024,0.208752,0.014911,1.843625,-1.036810,0.370065,10.623009
2230,0.281128,0.102881,9.782056,0.228989,0.040472,1.825519,-0.756021,0.216374,11.668462
2240,0.234473,0.209351,9.687549,0.221533,0.061774,1.795697,-0.447955,0.108234,12.696846
2250,0.034692,0.423486,9.963892,0.188516,0.090530,1.741379,-0.074369,0.132973,13.694222
2260,-0.080151,0.538330,10.197168,0.189581,0.094791,1.723273,0.320560,0.213415,14.681589
2270,-0.167480,0.640015,10.371826,0.211948,0.093726,1.711557,0.739185,0.324585,15.662603
2280,-0.204565,0.738110,10.404126,0.251355,0.085205,1.706232,1.190255,0.433360,16.640839
2290,-0.154321,0.904395,9.880152,0.342950,0.036212,1.704102,1.759081,0.477330,17.617537
2300,-0.074170,0.977368,9.402832,0.364252,-0.004260,1.699841,2.352485,0.445427,18.591046
2310,0.082544,1.025220,9.017627,0.351471,-0.052188,1.691321,2.934782,0.290454,19.558157
2320,0.501245,1.071875,8.828613,0.242834,-0.126743,1.658304,3.444392,-0.153705,20.503414
2330,0.702222,1.118530,9.003271,0.171475,-0.137393,1.629547,3.877118,-0.681999,21.430732
2340,0.875684,1.204663,9.287989,0.108636,-0.127808,1.585880,4.257956,-1.246984,22.332474
2350,1.027612,1.335059,9.876562,0.039407,-0.073489,1.458072,4.589353,-1.782516,23.162714
2360,0.972583,1.406836,9.948339,0.036212,-0.043668,1.378192,4.915180,-2.218682,23.948264
2370,0.874487,1.454687,9.841870,0.040472,-0.027692,1.294052,5.242608,-2.557297,24.686223
2380,0.635229,1.481006,9.430346,0.012781,-0.051123,1.140683,5.573411,-2.756645,25.335070
2390,0.503638,1.427173,9.398046,-0.028757,-0.085205,1.079974,5.823157,-2.881287,25.946936
2400,0.443823,1.360181,9.595434,-0.080945,-0.121417,1.033112,5.968296,-2.973620,26.529533
2410,0.462964,1.291992,9.969873,-0.139523,-0.171475,0.969208,6.005173,-3.082262,27.072394
2420,0.598145,1.202271,10.802490,-0.126743,-0.170410,0.938321,5.946811,-3.227482,27.597646
2430,0.733325,1.186719,11.074048,-0.086270,-0.151239,0.902109,5.892500,-3.405291,28.103598
2440,0.856543,1.191504,11.168554,-0.028757,-0.116092,0.855246,5.870495,-3.601621,28.585086
2450,0.994116,1.283618,10.845556,0.089465,-0.026627,0.728503,5.977013,-3.806168,28.999588
2460,1.004883,1.344629,10.478296,0.124612,0.007455,0.652884,6.146292,-3.992428,29.372926
2470,0.985742,1.379321,10.150513,0.133133,0.022366,0.576199,6.346002,-4.156000,29.703364
2480,1.013257,1.439136,9.802393,0.089465,0.000000,0.432416,6.567097,-4.340959,29.950270
2490,1.091016,1.451099,9.778467,0.056448,-0.026627,0.367447,6.760427,-4.562663,30.158289
2500,1.204663,1.467847,9.839478,0.025562,-0.056448,0.303543,6.925571,-4.833062,30.327738
2510,1.362573,1.418799,9.866992,-0.012781,-0.104376,0.172540,7.031621,-5.178279,30.418996
2520,1.374536,1.408032,9.765307,-0.025562,-0.117157,0.100116,7.126026,-5.506847,30.467914
2530,1.347021,1.397266,9.591846,-0.040472,-0.126743,0.024496,7.215213,-5.802435,30.472856
2540,1.071875,1.252515,9.162378,-0.106506,-0.146979,-0.118222,7.221321,-5.947356,30.394675
2550,0.905591,1.173560,9.114527,-0.164020,-0.157629,-0.173605,7.157693,-5.986779,30.284038
2560,0.738110,1.085034,9.240137,-0.225793,-0.166150,-0.213013,7.009495,-5.920532,30.150341
2570,0.545508,0.922339,9.809570,-0.308868,-0.161890,-0.240704,6.707470,-5.726895,30.001333
2580,0.514404,0.856543,10.103857,-0.315259,-0.142719,-0.233249,6.379846,-5.517765,29.858332
2590,0.523975,0.813477,10.338330,-0.297153,-0.109702,-0.218338,6.058375,-5.312006,29.726404
2600,0.529956,0.789551,10.496241,-0.199167,-0.009586,-0.184256,5.796928,-5.075759,29.620382
2610,0.563452,0.788355,10.434033,-0.140588,0.044733,-0.172540,5.591347,-4.854041,29.524233
2620,0.580200,0.826636,10.312012,-0.088400,0.096921,-0.167215,5.456553,-4.639218,29.433962
2630,0.561060,0.881665,10.130176,-0.048993,0.140588,-0.166150,5.391690,-4.417600,29.346563
2640,0.465356,0.979761,9.760523,-0.017041,0.188516,-0.175735,5.421579,-4.149883,29.256193
2650,0.427075,1.015649,9.634912,-0.026627,0.192776,-0.183191,5.470680,-3.886764,29.161882
2660,0.417505,1.052734,9.590650,-0.047928,0.183191,-0.190646,5.527416,-3.648779,29.062919
