Time,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,Roll,Pitch,Yaw
11830,-0.245239,-0.151929,9.939966,-0.075620,0.033017,-0.063904,-1.451974,0.489051,5.565248
11840,-0.267969,-0.120825,9.947144,-0.082010,0.030887,-0.059644,-1.422849,0.604547,5.530634
11850,-0.263184,-0.051440,10.018921,-0.090530,0.025562,-0.053253,-1.362720,0.702750,5.499763
11860,-0.263184,-0.044263,10.072754,-0.091595,0.024496,-0.053253,-1.304877,0.790324,5.468922
11870,-0.283521,-0.029907,10.084717,-0.090530,0.026627,-0.051123,-1.244224,0.881541,5.439286
11880,-0.337354,-0.026318,10.103857,-0.087335,0.031952,-0.042603,-1.185693,0.995690,5.414480
11890,-0.372046,-0.037085,10.081128,-0.084140,0.033017,-0.037277,-1.136923,1.118755,5.392730
11900,-0.410327,-0.047852,10.061987,-0.082010,0.034082,-0.029822,-1.097525,1.251847,5.375254
11910,-0.459375,-0.063403,10.020117,-0.082010,0.031952,-0.012781,-1.070285,1.398909,5.367579
11920,-0.467749,-0.075366,10.040454,-0.083075,0.030887,-0.002130,-1.052496,1.535565,5.366028
11930,-0.472534,-0.080151,10.058398,-0.083075,0.029822,0.009586,-1.038759,1.660916,5.371208
11940,-0.441431,-0.084937,10.108643,-0.078815,0.029822,0.031952,-1.026137,1.756545,5.389211
11950,-0.419897,-0.087329,10.125391,-0.072424,0.028757,0.041537,-1.012435,1.830647,5.412724
11960,-0.380420,-0.087329,10.125391,-0.062839,0.026627,0.050058,-0.994896,1.875451,5.441148
11970,-0.339746,-0.070581,10.102661,-0.052188,0.024496,0.056448,-0.964445,1.893485,5.473261
11980,-0.269165,-0.069385,10.006958,-0.036212,0.017041,0.064969,-0.928162,1.869341,5.510339
11990,-0.238062,-0.074170,9.967481,-0.034082,0.013846,0.067099,-0.896969,1.829415,5.548674
12000,-0.199780,-0.075366,9.941162,-0.035147,0.010651,0.067099,-0.870082,1.770979,5.587041
12010,-0.185425,-0.086133,9.917236,-0.044733,0.010651,0.064969,-0.856809,1.710444,5.624189
12020,-0.199780,-0.100488,9.925611,-0.051123,0.011716,0.062839,-0.856023,1.663988,5.660107
12030,-0.221313,-0.118433,9.950732,-0.056448,0.014911,0.061774,-0.867806,1.635110,5.695387
12040,-0.239258,-0.147144,9.999781,-0.059644,0.020236,0.062839,-0.895454,1.620930,5.731228
12050,-0.235669,-0.165088,10.014135,-0.058578,0.022366,0.064969,-0.929547,1.607093,5.768266
12060,-0.217725,-0.167480,10.027295,-0.053253,0.024496,0.067099,-0.958796,1.585799,5.806496
12070,-0.163892,-0.149536,10.017725,-0.042603,0.027692,0.069229,-0.970050,1.539062,5.845908
12080,-0.128003,-0.135181,9.994995,-0.038342,0.028757,0.067099,-0.970441,1.477950,5.884085
12090,-0.106470,-0.125610,9.974658,-0.036212,0.029822,0.062839,-0.964706,1.411546,5.919809
12100,-0.099292,-0.123218,9.942358,-0.038342,0.029822,0.051123,-0.959720,1.347608,5.948820
12110,-0.094507,-0.125610,9.908862,-0.041537,0.027692,0.044733,-0.958516,1.286142,5.974189
12120,-0.096899,-0.129199,9.900488,-0.044733,0.025562,0.038342,-0.961215,1.230723,5.995917
12130,-0.093311,-0.124414,9.896899,-0.047928,0.022366,0.033017,-0.962783,1.176917,6.014622
12140,-0.088525,-0.118433,9.913648,-0.054318,0.017041,0.023431,-0.964229,1.122669,6.027885
12150,-0.094507,-0.124414,9.910059,-0.058578,0.015976,0.019171,-0.971113,1.076299,6.038717
12160,-0.102881,-0.122021,9.912451,-0.062839,0.014911,0.015976,-0.978258,1.038353,6.047726
12170,-0.118433,-0.125610,9.937573,-0.072424,0.018106,0.010651,-0.991548,1.014011,6.053652
12180,-0.126807,-0.132788,9.965088,-0.076685,0.020236,0.009586,-1.009530,0.997480,6.058944
12190,-0.132788,-0.138770,10.005762,-0.079880,0.024496,0.008521,-1.030433,0.987698,6.063579
12200,-0.147144,-0.132788,10.101465,-0.074554,0.033017,0.009586,-1.042636,0.990333,6.068731
12210,-0.144751,-0.129199,10.119410,-0.066034,0.036212,0.008521,-1.047210,0.992937,6.073236
12220,-0.149536,-0.124414,10.103857,-0.055383,0.038342,0.007455,-1.043363,0.999089,6.077106
12230,-0.172266,-0.112451,9.998584,-0.037277,0.037277,0.000000,-1.024747,1.017269,6.076717
12240,-0.187817,-0.104077,9.914844,-0.033017,0.034082,-0.004260,-1.001646,1.041365,6.073927
